tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid
ztf,60886.39678240009,3132396784715015012,2,3132396784715,20.324005,1,3132,2.2032504,17.573896,17.5692,0.05339446,0.0324,331.0585246,-1.9974927,0.80142856,t17_f5_c3,0.99987364,17.5163,0.0377,443120247.0,True,False,False,27.5.6,0.0,
ztf,60886.40017359983,3132400174715015006,1,3132400174715,20.559042,1,3132,2.2403755,18.562092,18.5551,0.07266008,0.0637,331.0585477,-1.9974884,0.94285715,t17_f5_c3,0.99998736,18.5442,0.0784,443120147.0,True,False,False,27.5.6,0.0,
ztf,60886.40112269996,3132401124715015006,1,3132401124715,20.546453,1,3132,2.1830873,18.564432,18.6273,0.09562291,0.0684,331.058555,-1.9974716,0.9442857,t17_f5_c3,0.9999876,18.6096,0.0837,443120147.0,True,False,False,27.5.6,0.0,
ztf,60886.402060199995,3132402064715015006,1,3132402064715,20.557098,1,3132,2.2705626,18.516506,18.5041,0.058784943,0.0614,331.0585436,-1.9974969,0.9442857,t17_f5_c3,0.9999972,18.5191,0.0772,443120147.0,True,False,False,27.5.6,0.0,
ztf,60887.33111110004,3133331114715015005,1,3133331114715,20.64548,1,3133,2.2144432,18.630714,18.6878,0.08282252,0.0713,331.058541,-1.9974676,0.94142854,t17_f5_c3,0.999998,18.6466,0.0853,443120147.0,True,False,False,27.5.6,0.0,
ztf,60887.332048600074,3133332044715015009,1,3133332044715,20.68137,1,3133,2.2494245,18.60771,18.5837,0.075394176,0.0642,331.0585302,-1.9974695,0.94714284,t17_f5_c3,0.99999714,18.5259,0.0755,443120147.0,True,False,False,27.5.6,0.0,
ztf,60887.37527780002,3133375274715015009,2,3133375274715,20.618608,1,3133,2.1745253,17.601124,17.6251,0.046274435,0.0318,331.0585323,-1.99749,0.9042857,t17_f5_c3,0.9999937,17.6269,0.0385,443120247.0,True,False,False,27.5.6,0.0,
ztf,60887.380590300076,3133380594715015013,3,3133380594715,20.205048,1,3133,2.2990143,17.702826,17.7265,0.0517789,0.0502,331.058528,-1.997459,0.87285715,t17_f5_c3,0.99997914,17.7571,0.0623,443120347.0,True,False,False,27.5.6,0.0,
ztf,60888.36725689983,3134367254715015011,1,3134367254715,20.701447,1,3134,2.2986193,18.692694,18.7841,0.08271083,0.0735,331.0585262,-1.9974873,0.94285715,t17_f5_c3,0.9999791,18.628,0.0791,443120147.0,True,False,False,27.5.6,0.0,
ztf,60888.368205999956,3134368204715015010,1,3134368204715,20.751799,1,3134,2.3158708,18.72298,18.7698,0.07293967,0.0713,331.0585188,-1.9974856,0.95285714,t17_f5_c3,0.99999917,18.7439,0.0862,443120147.0,True,False,False,27.5.6,0.0,
ztf,60888.36914349999,3134369144715015010,1,3134369144715,20.727114,1,3134,2.2434626,18.675903,18.723,0.0693275,0.0692,331.0585403,-1.9974803,0.94857144,t17_f5_c3,0.9999998,18.7635,0.0889,443120147.0,True,False,False,27.5.6,0.0,
ztf,60888.38055559993,3134380554715015014,2,3134380554715,20.769678,1,3134,2.14722,17.632383,17.6739,0.053145744,0.0317,331.0585298,-1.9974742,0.88,t17_f5_c3,0.9999323,17.6607,0.0377,443120247.0,True,False,False,27.5.6,0.0,
ztf,60888.381504599936,3134381504715015017,2,3134381504715,20.761063,1,3134,2.1280146,17.63436,17.6695,0.054105494,0.0319,331.058533,-1.9974696,0.89428574,t17_f5_c3,0.999997,17.6466,0.0376,443120247.0,True,False,False,27.5.6,0.0,
ztf,60888.42018519994,3134420184715015013,3,3134420184715,20.100048,1,3134,2.3241968,17.718699,17.7935,0.06626332,0.0572,331.0585217,-1.9974616,0.89857143,t17_f5_c3,0.9996711,17.7454,0.0668,443120347.0,True,False,False,27.5.6,0.0,
ztf,60889.33254629979,3135332544715015013,2,3135332544715,20.675287,1,3135,2.1854904,17.684786,17.7428,0.047611568,0.0348,331.0585313,-1.9974931,0.9242857,t17_f5_c3,0.9999933,17.7663,0.0429,443120247.0,True,False,False,27.5.6,0.0,
ztf,60889.341597199906,3135341594715015014,3,3135341594715,20.047691,1,3135,2.3196661,17.712885,17.7267,0.05937286,0.0562,331.0585332,-1.9974715,0.89428574,t17_f5_c3,0.9999589,17.7262,0.0688,443120347.0,True,False,False,27.5.6,0.0,
ztf,60889.363067099825,3135363064715015012,1,3135363064715,20.769728,1,3135,2.2369826,18.731838,18.7701,0.06391396,0.0707,331.0585379,-1.9974742,0.9514286,t17_f5_c3,0.99999976,18.7839,0.0885,443120147.0,True,False,False,27.5.6,0.0,
ztf,60889.419722199906,3135419724715015013,1,3135419724715,20.738106,1,3135,2.2704902,18.75386,18.6992,0.07601704,0.0667,331.0585284,-1.9974773,0.94857144,t17_f5_c3,0.99999595,18.6915,0.0818,443120147.0,True,False,False,27.5.6,0.0,
ztf,60890.34418979986,3136344184715015010,3,3136344184715,20.046436,1,3136,2.306693,17.731264,17.7399,0.054383498,0.054,331.0585283,-1.9974607,0.88,t17_f5_c3,0.9999107,17.7146,0.0644,443120347.0,True,False,False,27.5.6,0.0,
ztf,60890.377071800176,3136377074715015012,2,3136377074715,20.577204,1,3136,2.1419005,17.729347,17.6488,0.052283406,0.0321,331.0585369,-1.9974797,0.7885714,t17_f5_c3,0.99974746,17.6547,0.039,443120247.0,True,False,False,27.5.6,0.0,
ztf,60890.37800930021,3136378004715015012,2,3136378004715,20.596123,1,3136,2.1747136,17.71131,17.7233,0.049760647,0.0344,331.0585232,-1.997477,0.88,t17_f5_c3,0.9999763,17.7379,0.0421,443120247.0,True,False,False,27.5.6,0.0,
ztf,60891.34462960018,3137344624715015014,3,3137344624715,20.01311,1,3137,2.3496294,17.788376,17.8234,0.053063814,0.0593,331.0585189,-1.9974683,0.8428571,t17_f5_c3,0.9999316,17.87,0.0757,443120347.0,True,False,False,27.5.6,0.0,
ztf,60891.361863399856,3137361864715015011,2,3137361864715,20.487175,1,3137,2.1615386,17.807428,17.8143,0.04780384,0.0379,331.0585264,-1.9974749,0.88714284,t17_f5_c3,0.99988866,17.8235,0.0464,443120247.0,True,False,False,27.5.6,0.0,
ztf,60891.381226900034,3137381224715015004,1,3137381224715,20.35541,1,3137,2.280837,18.868124,19.0636,0.110470824,0.1025,331.0585439,-1.9975017,0.91714287,t17_f5_c3,0.99997586,18.962,0.1167,443120147.0,True,False,False,27.5.6,0.0,
ztf,60891.38216440007,3137382164715015005,1,3137382164715,20.342688,1,3137,2.3930635,18.86737,18.8255,0.09490255,0.0824,331.0585008,-1.9974979,0.9142857,t17_f5_c3,0.9999981,18.8555,0.1054,443120147.0,True,False,False,27.5.6,0.0,
ztf,60892.30047449982,3138300474715015012,3,3138300474715,19.934143,1,3138,2.3319802,17.877834,17.83,0.05590217,0.067,331.0585292,-1.9974756,0.88857144,t17_f5_c3,0.99985445,17.8537,0.0845,443120347.0,True,False,False,27.5.6,0.0,
ztf,60892.3766667,3138376664715015007,1,3138376664715,20.414188,1,3138,2.2740152,18.94428,18.9284,0.10858319,0.1001,331.058537,-1.99749,0.93714285,t17_f5_c3,0.9999914,18.9997,0.1338,443120147.0,True,False,False,27.5.6,0.0,
ztf,60892.37760420004,3138377604715015011,1,3138377604715,20.498383,1,3138,2.310007,18.874071,18.6846,0.08420152,0.0775,331.0585447,-1.9975163,0.76285714,t17_f5_c3,0.9999009,18.6037,0.0901,443120147.0,True,False,False,27.5.6,0.0,
ztf,60892.37855320005,3138378554715015010,1,3138378554715,20.56081,1,3138,2.2184904,18.858183,18.7708,0.08784022,0.0812,331.0585496,-1.9974808,0.95714283,t17_f5_c3,0.9999045,18.746,0.0991,443120147.0,True,False,False,27.5.6,0.0,
ztf,60894.3623147998,3140362314715015001,2,3140362314715,19.773624,1,3140,2.192205,18.005974,17.9422,0.055391893,0.0817,331.0585166,-1.9974772,0.8914286,t17_f5_c3,0.999962,17.9719,0.1063,443120247.0,True,False,False,27.5.6,0.0,
ztf,60894.402962999884,3140402964715015007,3,3140402964715,19.626398,1,3140,2.3279047,17.986202,18.1208,0.064490125,0.1129,331.0585385,-1.9974837,0.91571426,t17_f5_c3,0.9999327,18.0288,0.1305,443120347.0,True,False,False,27.5.6,0.0,
ztf,60894.44450230012,3140444504715015003,1,3140444504715,19.790804,1,3140,2.2959325,18.91186,18.6284,0.12027269,0.1347,331.0585319,-1.9974937,0.9028571,t17_f5_c3,0.9999957,18.625,0.1711,443120147.0,True,False,False,27.5.6,0.0,
ztf,60895.35651620012,3141356514715015002,3,3141356514715,18.966818,1,3141,2.3205113,18.002686,18.0057,0.09593112,0.1762,331.0585226,-1.9974594,0.8442857,t17_f5_c3,0.99698174,17.9689,0.2173,443120347.0,True,False,False,27.5.6,0.0,
ztf,60895.35651620012,3141356514715025002,3,3141356514715,18.9668,1,3141,2.32051,18.0027,18.0057,0.095931,0.1762,331.0585226,-1.9974594,0.844286,t17_f5_c3,,17.9689,0.2173,,False,False,False,27.5.6,0.0,3.168377504715015e+18
ztf,60895.398541700095,3141398544715015004,2,3141398544715,19.019138,1,3141,2.290376,18.039715,17.931,0.10238805,0.1514,331.0585145,-1.99752,0.66,t17_f5_c3,0.9999256,17.7083,0.158,443120247.0,True,False,False,27.5.6,0.0,
ztf,60895.39947920013,3141399474715015003,2,3141399474715,19.043564,1,3141,2.1958473,18.072174,18.1304,0.1008081,0.1761,331.0585328,-1.9974963,0.8657143,t17_f5_c3,0.9999107,18.175,0.235,443120247.0,True,False,False,27.5.6,0.0,
ztf,60896.31697920011,3142316974715015000,2,3142316974715,18.954613,1,3142,2.1228762,18.234802,18.9171,0.13345142,0.4401,331.0585423,-1.9974792,0.69714284,t17_f5_c3,0.9830594,18.8637,0.5374,443120247.0,True,False,False,27.5.6,0.0,
ztf,60899.35736110015,3145357364715015002,3,3145357364715,19.109745,1,3145,2.1499963,18.29271,18.4827,0.10657332,0.243,331.0585687,-1.997441,0.80285716,t17_f5_c3,0.9963652,18.2098,0.2409,443120347.0,True,False,False,27.5.6,0.0,
ztf,60899.380115699954,3145380114715015004,2,3145380114715,19.140257,1,3145,2.1513286,18.225477,18.2618,0.09840766,0.1835,331.0585118,-1.9974492,0.80857146,t17_f5_c3,0.9999801,18.2125,0.2242,443120247.0,True,False,False,27.5.6,0.0,
ztf,60899.395312500186,3145395314715015004,2,3145395314715,19.153255,1,3145,2.1413486,18.171791,18.167,0.105199255,0.1716,331.0585305,-1.9974723,0.92142856,t17_f5_c3,0.999959,18.2168,0.23,443120247.0,True,False,False,27.5.6,0.0,
ztf,60899.39914349979,3145399144715015002,1,3145399144715,19.00588,1,3145,2.307498,18.967545,18.9624,0.21169887,0.3852,331.0585301,-1.9974965,0.89428574,t17_f5_c3,0.99684775,19.3935,0.7348,443120147.0,True,False,False,27.5.6,0.0,
ztf,60899.40103009995,3145401034715015003,1,3145401034715,18.929264,1,3145,2.4420724,18.89078,19.0176,0.1744473,0.4169,331.0585038,-1.9975244,0.9342857,t17_f5_c3,0.9996202,18.808,0.4412,443120147.0,True,False,False,27.5.6,0.0,
ztf,60902.32446759986,3148324464715015008,1,3148324464715,20.194723,1,3148,2.4143937,19.204638,19.1529,0.10544047,0.1441,331.0585389,-1.9975535,0.9185714,t17_f5_c3,0.9999789,19.0334,0.1633,443120147.0,True,False,False,27.5.6,0.0,
ztf,60902.33932870021,3148339324715015008,2,3148339324715,20.110004,1,3148,2.1459556,18.386978,18.3699,0.07078216,0.0751,331.0585175,-1.9974538,0.79714286,t17_f5_c3,0.99996704,18.3464,0.0915,443120247.0,True,False,False,27.5.6,0.0,
ztf,60904.310069399886,3150310064715015011,1,3150310064715,20.596731,1,3150,2.2736385,19.268694,19.4623,0.13130327,0.1489,331.0585326,-1.9974842,0.9,t17_f5_c3,0.9999808,19.3042,0.1616,443120147.0,True,False,False,27.5.6,0.0,
ztf,60904.33499999996,3150334994715015010,2,3150334994715,20.578669,1,3150,2.1561167,18.434069,18.4941,0.065325074,0.0727,331.0585315,-1.9974804,0.91571426,t17_f5_c3,0.9999546,18.4958,0.0895,443120247.0,True,False,False,27.5.6,0.0,
ztf,60908.317187500186,3154317184715015004,1,3154317184715,19.612345,1,3154,2.325307,19.331066,19.4878,0.16256887,0.3649,331.0585064,-1.9974734,0.8157143,t17_f5_c3,0.99987257,19.2234,0.3652,443120147.0,True,False,False,27.5.6,0.0,
ztf,60910.27665509982,3156276654715015008,2,3156276654715,20.499128,1,3156,2.1387808,18.655195,18.7132,0.07323796,0.0978,331.0585343,-1.9974755,0.9185714,t17_f5_c3,0.9995238,18.7067,0.1204,443120247.0,True,False,False,27.5.6,0.0,
ztf,60910.31486110017,3156314864715015010,1,3156314864715,20.119291,1,3156,2.333963,19.508413,19.3828,0.12483922,0.1833,331.0585308,-1.9975093,0.9242857,t17_f5_c3,0.99999964,19.3473,0.2239,443120147.0,True,False,False,27.5.6,0.0,
ztf,60913.26903939992,3159269034715015010,2,3159269034715,20.507235,1,3159,2.224572,18.84027,18.8635,0.08794458,0.1062,331.0585124,-1.9974872,0.9042857,t17_f5_c3,0.99957097,18.9023,0.1359,443120247.0,True,False,False,27.5.6,0.0,
ztf,60913.33216439979,3159332164715015015,1,3159332164715,20.528093,1,3159,2.362187,19.532171,19.5963,0.15435492,0.1755,331.058511,-1.9974969,0.91714287,t17_f5_c3,0.99991804,19.5772,0.2162,443120147.0,True,False,False,27.5.6,0.0,
ztf,60916.278807899915,3162278804715015008,2,3162278804715,20.515821,1,3162,2.1923163,18.86537,18.814,0.08536635,0.101,331.0585133,-1.997473,0.8957143,t17_f5_c3,0.99612415,18.8267,0.1264,443120247.0,True,False,False,27.5.6,0.0,
ztf,60916.330578700174,3162330574715015008,1,3162330574715,20.593214,1,3162,2.4378889,19.481394,19.4783,0.111394696,0.1533,331.0584788,-1.9974889,0.91714287,t17_f5_c3,0.9999311,19.4915,0.1942,443120147.0,True,False,False,27.5.6,0.0,
ztf,60918.336412000004,3164336414715015011,2,3164336414715,20.33894,1,3164,2.2064214,18.977316,19.1239,0.11201789,0.1377,331.0584866,-1.9974384,0.8428571,t17_f5_c3,0.9979993,19.0936,0.166,443120247.0,True,False,False,27.5.6,0.0,
ztf,60920.35295139998,3166352954715015007,1,3166352954715,20.377943,1,3166,2.3753884,19.610802,19.4371,0.1323584,0.1673,331.0585041,-1.9974939,0.9085714,t17_f5_c3,0.9999249,19.691,0.2657,443120147.0,True,False,False,27.5.6,0.0,
ztf,60920.37438660022,3166374384715015008,2,3166374384715,20.073973,1,3166,2.2285457,19.006939,18.9024,0.09676601,0.1355,331.0585117,-1.9974895,0.5485714,t17_f5_c3,0.9815815,18.909,0.1708,443120247.0,True,False,False,27.5.6,0.0,
ztf,60922.29369209986,3168293694715015002,2,3168293694715,19.338331,1,3168,2.0214481,19.133205,18.8397,0.17205913,0.2712,331.0585481,-1.9974376,0.8542857,t17_f5_c3,0.9996239,18.6349,0.2871,443120247.0,True,False,False,27.5.6,0.0,
ztf,60922.377499999944,3168377504715015003,1,3168377504715,19.69527,1,3168,2.30675,19.48283,19.0847,0.17396514,0.2458,331.0585215,-1.9974812,0.8471429,t17_f5_c3,0.86582315,19.051,0.3048,443120147.0,True,False,False,27.5.6,0.0,
ztf,60928.29886570014,3174298864715015003,1,3174298864715,19.655,1,3174,2.11505,19.4094,18.8672,0.202128,0.1874,331.0586199,-1.9975165,0.585714,t17_f5_c3,,18.7632,0.2175,,False,False,False,27.5.6,0.0,3.194288474715015e+18
ztf,60932.293599499855,3178293594715015011,1,3178293594715,20.371517,1,3178,2.234206,19.788713,20.017,0.18338892,0.2989,331.0585352,-1.9974679,0.8971428,t17_f5_c3,0.99998474,19.7869,0.306,443120147.0,True,False,False,27.5.6,0.0,
ztf,60934.35754630016,3180357544715015026,1,3180357544715,20.114878,1,3180,2.2089584,19.527012,19.7193,0.16428035,0.2555,331.0585124,-1.9974229,0.88285714,t17_f5_c3,0.9992466,19.5816,0.2849,443120147.0,True,False,False,27.5.6,0.0,
ztf,60938.272638900205,3184272634715015012,1,3184272634715,20.597216,1,3184,2.284389,19.864933,19.7367,0.13356772,0.1954,331.0585393,-1.9974977,0.86,t17_f5_c3,0.9999167,19.675,0.2314,443120147.0,True,False,False,27.5.6,0.0,
ztf,60938.342754600104,3184342754715015009,2,3184342754715,20.2109,1,3184,2.01894,19.3508,19.7859,0.205822,0.2758,331.0585021,-1.997359,0.618571,t17_f5_c3,,19.592,0.2879,,False,False,False,27.5.6,0.0,3.194288474715015e+18
ztf,60941.288831000216,3187288834715015003,1,3187288834715,20.265596,1,3187,2.082839,19.874735,19.6465,0.16625442,0.2054,331.0585762,-1.9974529,0.85714287,t17_f5_c3,0.9997728,19.4864,0.2237,443120147.0,True,False,False,27.5.6,0.0,
ztf,60943.29531250009,3189295314715015008,1,3189295314715,20.380167,1,3189,2.705256,19.74353,19.4457,0.13994154,0.1632,331.0584282,-1.9975464,0.8157143,t17_f5_c3,0.99952334,19.4464,0.2059,443120147.0,True,False,False,27.5.6,0.0,
ztf,60948.28847219981,3194288474715015008,1,3194288474715,20.732962,1,3194,2.2895977,19.97305,19.8733,0.13884379,0.1982,331.0585041,-1.9974525,0.9028571,t17_f5_c3,0.9999833,19.6996,0.211,443120147.0,True,False,False,27.5.6,0.0,
