tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext
ztf,60875.377419000026,3121377415015015026,1,3121377415015,20.115364,1,3121,1.4172579,17.825825,17.8369,0.06695062,0.0415,332.544335,-7.6500633,0.9057143,t17_f5_c3,0.99999976,17.797,0.0503,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60875.391944400035,3121391945015015017,1,3121391945015,20.312773,1,3121,1.394308,17.822897,17.8462,0.07016073,0.0412,332.5443219,-7.650044,0.94714284,t17_f5_c3,0.99999964,17.7998,0.0497,391120150.0,True,True,True,27.5.6,0.0,,17.598959,0.0563189,0.057084642
ztf,60876.34111109981,3122341115015015044,3,3122341115015,19.650574,1,3122,1.679492,19.009535,19.5954,0.12439282,0.3728,332.5443468,-7.6500792,0.7814286,t17_f5_c3,0.99999845,19.2475,0.3463,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60876.4070255002,3122407025015015024,2,3122407025015,20.48094,1,3122,1.5907139,18.02032,18.0785,0.053915657,0.0458,332.5443412,-7.6500645,0.9685714,t17_f5_c3,0.9999964,18.1168,0.0592,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60876.40797450021,3122407975015015023,2,3122407975015,20.461164,1,3122,1.5769325,17.973192,17.9947,0.053073037,0.0428,332.5443359,-7.6500602,0.95857143,t17_f5_c3,0.9999987,17.955,0.0516,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60876.41870369995,3122418705015015026,1,3122418705015,20.456541,1,3122,1.4245045,17.928425,17.9279,0.06263742,0.0379,332.5443315,-7.6500455,0.9514286,t17_f5_c3,0.9999995,17.9405,0.0478,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60876.419652800076,3122419655015015021,1,3122419655015,20.446121,1,3122,1.410939,17.936699,17.9537,0.061255734,0.04,332.5443311,-7.6500567,0.9557143,t17_f5_c3,0.99999964,17.9166,0.0483,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60877.36137730023,3123361375015015015,3,3123361375015,19.641117,1,3123,1.4880162,19.297028,19.4012,0.14805135,0.3461,332.5442744,-7.6500377,0.8357143,t17_f5_c3,0.99981695,19.268,0.3917,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60877.37581019988,3123375815015015016,2,3123375815015,20.499851,1,3123,1.5188485,18.134178,18.074,0.06177349,0.0469,332.5443143,-7.6500476,0.91,t17_f5_c3,0.9996022,18.0484,0.0574,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60877.37969909981,3123379695015015019,1,3123379695015,20.579529,1,3123,1.4968883,17.997044,18.0098,0.06671265,0.0386,332.5443568,-7.6500614,0.9057143,t17_f5_c3,0.9999997,17.9913,0.0472,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60877.380636599846,3123380635015015028,1,3123380635015,20.574282,1,3123,1.416849,17.986715,18.0649,0.067995735,0.0404,332.5443283,-7.6500442,0.93285716,t17_f5_c3,1.0,18.0274,0.0486,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60878.339502300136,3124339505015015028,1,3124339505015,20.829626,1,3124,1.4124917,18.103113,18.0891,0.07837673,0.0354,332.5443347,-7.6500694,0.8842857,t17_f5_c3,0.9999815,18.1047,0.0443,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60878.340462999884,3124340465015015028,1,3124340465015,20.699614,1,3124,1.4296181,18.07368,18.0715,0.07684074,0.0387,332.5443352,-7.6500572,0.8057143,t17_f5_c3,0.99999994,18.0576,0.0475,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60878.34142359998,3124341425015015024,1,3124341425015,20.824574,1,3124,1.450147,18.095663,18.0777,0.053778324,0.0349,332.5443448,-7.6500694,0.87857145,t17_f5_c3,1.0,18.0583,0.0423,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60878.38276620023,3124382765015015044,3,3124382765015,19.617336,1,3124,1.6989293,19.15729,19.1961,0.13916694,0.2411,332.544331,-7.650022,0.8528572,t17_f5_c3,0.9999677,19.6389,0.4625,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60878.413379599806,3124413375015015024,2,3124413375015,20.439728,1,3124,1.5784918,18.177656,18.1429,0.0633554,0.0481,332.5443353,-7.6500569,0.9342857,t17_f5_c3,1.0,18.1036,0.0582,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60878.41431709984,3124414315015015041,2,3124414315015,20.460407,1,3124,1.6552005,18.218344,18.2193,0.060087282,0.0498,332.544353,-7.6500453,0.88285714,t17_f5_c3,0.9999999,18.1877,0.0606,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60879.378321799915,3125378325015015029,2,3125378325015,20.06203,1,3125,1.5201039,18.18088,18.1938,0.064854085,0.0556,332.5443111,-7.6500377,0.8971428,t17_f5_c3,0.99999464,18.2017,0.0706,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60879.40168979997,3125401685015015062,3,3125401685015,19.322535,1,3125,1.5428659,19.2023,19.0864,0.17967324,0.2696,332.5442663,-7.649984,0.6842857,t17_f5_c3,0.9996052,18.8322,0.2733,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60880.393969899975,3126393965015015023,2,3126393965015,20.429214,1,3126,1.5371585,18.308933,18.2961,0.057705633,0.0583,332.544318,-7.6500424,0.8842857,t17_f5_c3,0.9999999,18.3447,0.0767,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60880.39584490005,3126395845015015027,2,3126395845015,20.321741,1,3126,1.5536458,18.316658,18.3589,0.060645595,0.0653,332.5443245,-7.650052,0.93142855,t17_f5_c3,0.99999964,18.3771,0.0839,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60880.40067130001,3126400675015015043,3,3126400675015,20.042002,1,3126,1.7671721,19.240372,19.3525,0.14769097,0.2344,332.5443723,-7.6500783,0.68,t17_f5_c3,0.9709674,19.1034,0.2376,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60880.40067130001,3126400675015025043,3,3126400675015,20.042,1,3126,1.76717,19.2404,19.3525,0.147691,0.2344,332.5443723,-7.6500783,0.68,t17_f5_c3,,19.1034,0.2376,,False,False,False,27.5.6,0.0,3.156276195015015e+18,,,
ztf,60880.41957180016,3126419575015015022,1,3126419575015,20.348537,1,3126,1.387641,18.192232,18.1834,0.068125784,0.0488,332.5443361,-7.6501046,0.9114286,t17_f5_c3,0.9999992,18.1108,0.0575,391120150.0,True,True,True,27.5.6,0.0,,17.889254,0.05007832,0.051537078
ztf,60880.420520800166,3126420525015015017,1,3126420525015,20.273643,1,3126,1.3767662,18.247458,18.1657,0.08257801,0.0535,332.5443317,-7.6500981,0.9142857,t17_f5_c3,0.99999976,18.1387,0.0659,391120150.0,True,True,False,27.5.6,0.0,,17.930769,0.060375467,0.061686385
ztf,60880.4214583002,3126421455015015022,1,3126421455015,20.487947,1,3126,1.4226977,18.244658,18.2276,0.07482298,0.0495,332.5443378,-7.650073,0.9114286,t17_f5_c3,0.999997,18.1128,0.0561,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60880.4214583002,3126421455015025022,1,3126421455015,20.4879,1,3126,1.4227,18.2447,18.2276,0.074823,0.0495,332.5443378,-7.650073,0.911429,t17_f5_c3,,18.1128,0.0561,,False,False,False,27.5.6,0.0,3.156276195015015e+18,,,
ztf,60881.35644679982,3127356445015015024,3,3127356445015,19.97304,1,3127,1.6995537,19.244171,19.0825,0.14215137,0.1918,332.544335,-7.650027,0.7271429,t17_f5_c3,0.84733176,19.0456,0.236,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60881.39871530002,3127398715015015020,2,3127398715015,20.474854,1,3127,1.5892836,18.259836,18.1737,0.062391616,0.0502,332.5443371,-7.6500564,0.93857145,t17_f5_c3,0.99992275,18.1442,0.0614,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60882.317870399915,3128317875015015012,2,3128317875015,20.182142,1,3128,1.5550085,18.404146,18.4626,0.07256714,0.0723,332.5443312,-7.6500662,0.94714284,t17_f5_c3,0.99997246,18.4176,0.0878,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60882.31881939992,3128318815015015020,2,3128318815015,20.482662,1,3128,1.5774755,18.34804,18.3547,0.067474715,0.0581,332.5443346,-7.6500557,0.9085714,t17_f5_c3,0.9999419,18.4314,0.0784,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60882.37740739994,3128377405015015019,1,3128377405015,20.575094,1,3128,1.3977312,18.42736,18.4571,0.07377473,0.054,332.5443269,-7.6500598,0.92714286,t17_f5_c3,0.9999997,18.4349,0.0664,391120150.0,True,True,True,27.5.6,0.0,,18.062265,0.050736357,0.052707188
ztf,60882.378344899975,3128378345015015021,1,3128378345015,20.490908,1,3128,1.4073449,18.402882,18.3984,0.083051294,0.056,332.5443316,-7.6500619,0.93857145,t17_f5_c3,0.99999857,18.351,0.0674,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60882.41523149982,3128415235015015023,1,3128415235015,20.15521,1,3128,1.5032202,18.528458,18.5228,0.090248324,0.0781,332.5443516,-7.6500353,0.93142855,t17_f5_c3,0.9999999,18.4664,0.0939,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60883.36115740007,3129361155015015053,3,3129361155015,19.94488,1,3129,1.7300364,19.30442,19.5106,0.114490226,0.2945,332.5443354,-7.6500098,0.7985714,t17_f5_c3,0.99012923,19.5775,0.3999,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60883.37355320016,3129373555015015020,1,3129373555015,20.45607,1,3129,1.3784034,18.515034,18.5384,0.07126546,0.0709,332.5443197,-7.6500513,0.9514286,t17_f5_c3,1.0,18.5344,0.0894,391120150.0,True,True,False,27.5.6,0.0,,18.124172,0.047366884,0.04972039
ztf,60883.374027799815,3129374025015015021,1,3129374025015,20.48799,1,3129,1.4478414,18.52191,18.4682,0.08925038,0.0665,332.5443401,-7.6500503,0.93285716,t17_f5_c3,0.99999905,18.4062,0.0796,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60883.37969909981,3129379695015015022,2,3129379695015,20.512354,1,3129,1.5609766,18.380472,18.3896,0.06558997,0.0604,332.5443139,-7.6500192,0.9257143,t17_f5_c3,0.9998677,18.3493,0.0733,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60884.31997689977,3130319975015015020,1,3130319975015,20.328442,1,3130,1.4406157,18.591278,18.7188,0.06931326,0.0837,332.5443355,-7.6500476,0.95,t17_f5_c3,1.0,18.7202,0.1062,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60884.37824069988,3130378245015015024,2,3130378245015,20.518175,1,3130,1.5761132,18.420242,18.3894,0.062305555,0.0592,332.5443289,-7.6500399,0.93857145,t17_f5_c3,0.9999943,18.4399,0.0779,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60884.420775500126,3130420775015015046,3,3130420775015,19.993675,1,3130,1.676139,19.276825,19.2649,0.13410696,0.2243,332.5443444,-7.6500744,0.6942857,t17_f5_c3,0.9985889,19.0515,0.2351,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60884.43552079983,3130435525015015026,1,3130435525015,20.492062,1,3130,1.4949821,18.655584,18.5326,0.120577656,0.065,332.544361,-7.6500751,0.91571426,t17_f5_c3,0.99999744,18.4771,0.0781,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60884.43599539995,3130435995015015024,1,3130435995015,20.645456,1,3130,1.4475602,18.589403,18.6605,0.076827705,0.0676,332.5443403,-7.6500511,0.95428574,t17_f5_c3,0.99999976,18.6409,0.0837,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60885.35445600003,3131354455015015028,2,3131354455015,20.545656,1,3131,1.5380839,18.413172,18.3582,0.0661618,0.0568,332.5443108,-7.6500252,0.9128571,t17_f5_c3,0.99999905,18.2948,0.0674,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60885.36065969989,3131360655015015037,3,3131360655015,20.02132,1,3131,1.7703006,19.352974,19.8844,0.12488391,0.3811,332.5443785,-7.6501044,0.80285716,t17_f5_c3,0.99988186,19.8478,0.4702,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60885.37824069988,3131378245015015019,1,3131378245015,20.435362,1,3131,1.4598466,18.668713,18.7008,0.09003016,0.0779,332.5443448,-7.6500577,0.91571426,t17_f5_c3,0.99999976,18.6609,0.0952,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60885.37917819992,3131379175015015022,1,3131379175015,20.486975,1,3131,1.4322076,18.72837,18.7695,0.09218085,0.0798,332.5443326,-7.6500445,0.92285717,t17_f5_c3,0.9999996,18.7787,0.1019,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60886.38160880003,3132381605015015052,3,3132381605015,20.019976,1,3132,1.7605093,19.242727,19.7733,0.123841405,0.3447,332.5443628,-7.6500534,0.7342857,t17_f5_c3,0.99222374,19.7671,0.4371,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60886.39969909983,3132399695015015026,1,3132399695015,20.335327,1,3132,1.5057712,18.751886,18.8067,0.08670463,0.0859,332.5443716,-7.6501212,0.91714287,t17_f5_c3,0.9999995,18.8372,0.112,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60886.400648099836,3132400645015015025,1,3132400645015,20.32782,1,3132,1.4066548,18.80322,18.9446,0.12269051,0.1052,332.5443316,-7.6500623,0.94142854,t17_f5_c3,0.99999946,18.9205,0.1309,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60886.40158559987,3132401585015015020,1,3132401585015,20.307491,1,3132,1.538008,18.754889,18.9066,0.100790374,0.1026,332.544355,-7.6500163,0.9457143,t17_f5_c3,0.9999999,18.8804,0.1274,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60887.33063660003,3133330635015015028,1,3133330635015,20.398897,1,3133,1.3384455,18.84857,18.894,0.108442396,0.1009,332.5443023,-7.6500419,0.95714283,t17_f5_c3,0.99999976,18.9171,0.1309,391120150.0,True,True,False,27.5.6,0.0,,18.345655,0.06567321,0.06823913
ztf,60887.380115699954,3133380115015015031,3,3133380115015,20.037876,1,3133,1.7631634,19.25593,19.3581,0.10616631,0.2307,332.5443547,-7.6500278,0.7557143,t17_f5_c3,0.9582146,19.2801,0.2737,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60887.41949070012,3133419495015015025,1,3133419495015,20.23198,1,3133,1.499468,18.813797,18.77,0.10301492,0.0946,332.5443472,-7.6500283,0.93142855,t17_f5_c3,0.99999917,18.6924,0.1122,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60887.42670139996,3133426705015015025,2,3133426705015,20.405506,1,3133,1.6225635,18.425657,18.4346,0.08275366,0.0672,332.5443381,-7.650027,0.9128571,t17_f5_c3,0.9999998,18.459,0.0867,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60888.322523099836,3134322525015015042,3,3134322525015,19.968548,1,3134,1.6396959,19.112162,19.3611,0.11461885,0.248,332.5443295,-7.650065,0.8642857,t17_f5_c3,0.999997,19.5128,0.3634,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60888.371053200215,3134371055015015023,1,3134371055015,20.584911,1,3134,1.4188809,18.94905,18.9091,0.10099271,0.0875,332.5443265,-7.6500363,0.96,t17_f5_c3,0.9999989,18.8386,0.104,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60888.380092599895,3134380095015015037,2,3134380095015,20.413694,1,3134,1.540023,18.470112,18.4064,0.068589136,0.0679,332.5443181,-7.6500403,0.9,t17_f5_c3,0.99999964,18.4235,0.0872,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60888.38103009993,3134381035015015050,2,3134381035015,20.492159,1,3134,1.5405728,18.474298,18.4087,0.060386255,0.0644,332.544329,-7.6500736,0.9128571,t17_f5_c3,0.99993354,18.4137,0.0816,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60889.33302079979,3135333025015015033,2,3135333025015,20.468708,1,3135,1.5466751,18.460386,18.4417,0.053848363,0.0625,332.5443228,-7.6500479,0.93,t17_f5_c3,0.99998176,18.4073,0.0764,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60889.3411226999,3135341125015015039,3,3135341125015,19.927633,1,3135,1.5856376,19.156998,19.3809,0.11950305,0.2674,332.5443132,-7.6500609,0.7785714,t17_f5_c3,0.98828816,19.0551,0.2533,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60889.36260419991,3135362605015015037,1,3135362605015,20.747013,1,3135,1.5244232,19.05328,19.1275,0.09683414,0.0953,332.544358,-7.6500391,0.95,t17_f5_c3,0.9999993,19.1245,0.1202,391120150.0,True,False,False,27.5.6,0.0,,,,
ztf,60889.42208330007,3135422085015015022,1,3135422085015,20.527458,1,3135,1.3339664,18.968828,18.9927,0.10375614,0.0903,332.5443159,-7.6500829,0.93714285,t17_f5_c3,0.9999995,18.9812,0.1132,391120150.0,True,True,True,27.5.6,0.0,,18.419762,0.059342418,0.062573075
ztf,60890.34372689994,3136343725015015049,3,3136343725015,19.875189,1,3136,1.6186769,19.077765,19.4328,0.11841037,0.2691,332.5443203,-7.6500566,0.81857145,t17_f5_c3,0.9999946,19.0361,0.2387,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60890.376597200055,3136376595015015018,2,3136376595015,20.451843,1,3136,1.6185955,18.515282,18.5318,0.07938699,0.0691,332.5443391,-7.650037,0.93857145,t17_f5_c3,0.9999992,18.5451,0.0882,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60890.37753470009,3136377535015015021,2,3136377535015,20.408546,1,3136,1.5385053,18.439503,18.4776,0.08155977,0.0655,332.5443216,-7.6500515,0.92714286,t17_f5_c3,0.9999998,18.5505,0.0882,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60891.344155100174,3137344155015015057,3,3137344155015,19.722998,1,3137,1.6978391,19.046614,19.0075,0.124416314,0.1942,332.5443586,-7.6501073,0.83,t17_f5_c3,0.99996126,18.7922,0.2033,391120350.0,True,False,False,27.5.6,0.0,,,,
ztf,60891.36140049994,3137361405015015017,2,3137361405015,20.212873,1,3137,1.6302509,18.48168,18.4613,0.082586214,0.0698,332.5443533,-7.6500659,0.92714286,t17_f5_c3,0.99999344,18.4336,0.0861,391120250.0,True,False,False,27.5.6,0.0,,,,
ztf,60891.38075229991,3137380755015015024,1,3137380755015,20.3087,1,3137,1.36869,19.1969,19.338,0.143516,0.1344,332.5443192,-7.6500581,0.928571,t17_f5_c3,,19.4718,0.193,,False,True,False,27.5.6,0.0,3.166435785015015e+18,18.5515,0.07596737,0.0792028
ztf,60891.38168979995,3137381685015015021,1,3137381685015,20.283659,1,3137,1.4499937,19.292585,19.2379,0.14118128,0.1241,332.5443528,-7.6500976,0.75714284,t17_f5_c3,0.9999992,19.1233,0.142,391120150.0,True,False,False,27.5.6,0.0,,,,
